ts_open,open,high,low,close,volume,tc,qv,nt,tbv,tbq,_,ts_ms,bar_delta
1780338480000,71477.1,71483.4,71466.5,71482.2,67.74,1780338539999,4841936.13320,1619,26.219,1873994.43460,0,1780338480000,-15.301999999999992
1780338540000,71482.2,71527.0,71479.0,71527.0,66.104,1780338599999,4726167.49020,1883,61.501,4397078.38640,0,1780338540000,56.897999999999996
1780338600000,71527.0,71560.0,71491.0,71491.0,77.044,1780338659999,5511495.80760,2476,34.485,2467090.19280,0,1780338600000,-8.073999999999998
1780338660000,71491.0,71521.8,71491.0,71521.8,30.716,1780338719999,2196621.54820,836,18.659,1334309.36850,0,1780338660000,6.601999999999997
1780338720000,71521.8,71622.6,71521.7,71620.6,102.528,1780338779999,7338586.67650,3979,72.973,5223034.22610,0,1780338720000,43.41799999999999
1780338780000,71620.6,71657.1,71616.1,71626.1,112.476,1780338839999,8057045.07600,2575,56.038,4014091.42160,0,1780338780000,-0.4000000000000057
1780338840000,71626.0,71626.1,71572.3,71605.6,67.073,1780338899999,4802152.16560,2220,16.472,1179205.50250,0,1780338840000,-34.12899999999999
1780338900000,71605.5,71634.6,71596.6,71596.6,35.314,1780338959999,2529076.81880,1422,10.971,785709.45320,0,1780338900000,-13.372
1780338960000,71596.6,71610.5,71583.2,71602.6,32.602,1780339019999,2334086.03050,1234,21.617,1547588.54650,0,1780338960000,10.632000000000005
1780339020000,71602.6,71610.0,71580.0,71580.0,52.357,1780339079999,3748534.53760,1403,31.948,2287317.29740,0,1780339020000,11.539000000000001
1780339080000,71580.1,71580.1,71540.7,71555.4,35.986,1780339139999,2575187.54300,1359,15.851,1134245.30740,0,1780339080000,-4.283999999999995
1780339140000,71555.3,71557.1,71538.1,71557.0,41.399,1780339199999,2961889.22630,1208,10.442,747075.68140,0,1780339140000,-20.515
1780339200000,71557.1,71600.0,71557.1,71588.8,45.248,1780339259999,3239189.96430,1609,34.414,2463568.37660,0,1780339200000,23.580000000000005
1780339260000,71588.7,71600.0,71567.4,71567.4,37.917,1780339319999,2714411.95740,1204,24.991,1789123.16360,0,1780339260000,12.064999999999998
1780339320000,71567.4,71573.8,71557.0,71557.0,19.728,1780339379999,1411900.97590,625,5.529,395717.61090,0,1780339320000,-8.670000000000002
1780339380000,71557.0,71557.1,71532.2,71532.2,33.107,1780339439999,2368479.67030,1148,15.007,1073581.25190,0,1780339380000,-3.093
1780339440000,71532.2,71538.6,71480.1,71480.1,79.187,1780339499999,5663086.52120,2365,25.79,1844309.45330,0,1780339440000,-27.607
1780339500000,71480.1,71480.1,71399.9,71404.2,304.102,1780339559999,21722527.36770,4310,70.709,5050060.61060,0,1780339500000,-162.68399999999997
1780339560000,71404.2,71429.4,71388.7,71388.7,130.135,1780339619999,9293301.88170,2449,49.234,3515930.27320,0,1780339560000,-31.666999999999987
1780339620000,71388.8,71472.0,71388.7,71459.2,173.799,1780339679999,12412681.23080,2521,155.455,11101978.75360,0,1780339620000,137.11100000000002
1780339680000,71459.2,71472.0,71437.0,71448.5,142.645,1780339739999,10192473.50870,2179,18.467,1319509.30220,0,1780339680000,-105.71100000000001
1780339740000,71448.5,71465.4,71400.0,71403.4,93.317,1780339799999,6665858.32650,2356,47.886,3420540.39310,0,1780339740000,2.4550000000000125
1780339800000,71403.4,71440.0,71389.9,71420.0,87.29,1780339859999,6233591.36290,2462,37.745,2695605.69500,0,1780339800000,-11.800000000000011
1780339860000,71419.9,71429.7,71355.6,71417.7,385.514,1780339919999,27522394.96860,7052,103.469,7387858.92830,0,1780339860000,-178.57600000000002
1780339920000,71417.6,71462.9,71417.6,71462.9,52.556,1780339979999,3754402.11230,1362,37.274,2662593.10820,0,1780339920000,21.992000000000004
1780339980000,71462.9,71528.6,71462.8,71528.5,31.492,1780340039999,2251865.21030,1495,28.212,2017273.33570,0,1780339980000,24.932
1780340040000,71528.5,71528.5,71510.0,71524.9,34.246,1780340099999,2449236.43440,1117,11.519,823778.69040,0,1780340040000,-11.208000000000002
1780340100000,71524.9,71525.0,71470.7,71484.6,22.453,1780340159999,1605448.45480,1274,6.309,451014.80810,0,1780340100000,-9.834999999999999
1780340160000,71484.7,71510.1,71484.6,71503.0,36.865,1780340219999,2635642.03250,2068,16.504,1179908.08200,0,1780340160000,-3.8569999999999993
1780340220000,71503.0,71503.5,71460.7,71460.8,23.19,1780340279999,1657723.49130,1481,8.321,594799.89200,0,1780340220000,-6.548000000000002
1780340280000,71460.7,71495.3,71456.4,71481.8,31.547,1780340339999,2254801.19360,1191,25.024,1788513.74610,0,1780340280000,18.501
1780340340000,71481.8,71481.9,71470.0,71470.1,6.166,1780340399999,440732.02730,393,2.432,173832.57670,0,1780340340000,-1.3020000000000005
1780340400000,71470.1,71477.2,71431.0,71432.6,35.98,1780340459999,2570892.67260,2141,19.094,1364333.11970,0,1780340400000,2.2080000000000055
1780340460000,71432.6,71456.0,71432.6,71450.5,33.169,1780340519999,2369939.48520,929,26.359,1883358.77110,0,1780340460000,19.549000000000007
1780340520000,71450.5,71463.6,71450.4,71451.0,22.743,1780340579999,1625122.55850,747,18.337,1310280.52800,0,1780340520000,13.931000000000001
1780340580000,71450.9,71451.0,71420.4,71430.1,22.508,1780340639999,1607773.24900,1048,8.137,581201.87700,0,1780340580000,-6.233999999999998
1780340640000,71430.1,71439.0,71419.5,71431.6,112.979,1780340699999,8070495.58610,1684,32.445,2317644.27770,0,1780340640000,-48.089
1780340700000,71431.6,71449.9,71420.1,71442.4,31.219,1780340759999,2230030.68800,1964,20.352,1453744.53610,0,1780340700000,9.485
1780340760000,71442.4,71448.6,71425.8,71439.4,19.763,1780340819999,1411912.20100,1173,10.572,755296.31170,0,1780340760000,1.3809999999999967
1780340820000,71439.3,71449.1,71410.0,71449.0,48.675,1780340879999,3477063.74030,1882,25.243,1803262.04050,0,1780340820000,1.811
1780340880000,71449.0,71449.0,71411.5,71422.1,35.101,1780340939999,2507230.52760,1469,14.065,1004579.56300,0,1780340880000,-6.971
1780340940000,71422.1,71422.2,71400.9,71415.0,42.571,1780340999999,3040217.34840,1172,21.829,1558927.00960,0,1780340940000,1.0870000000000033
1780341000000,71415.0,71429.9,71400.0,71410.3,33.203,1780341059999,2371231.15890,1340,17.908,1278900.01940,0,1780341000000,2.6129999999999995
1780341060000,71410.4,71410.4,71376.0,71389.8,60.614,1780341119999,4327143.58210,1844,16.968,1211353.72560,0,1780341060000,-26.677999999999997
1780341120000,71389.8,71425.0,71389.7,71410.1,34.968,1780341179999,2497057.23950,1445,15.829,1130368.99030,0,1780341120000,-3.3100000000000023
1780341180000,71410.1,71418.6,71395.8,71395.9,109.004,1780341239999,7783288.19630,2070,66.587,4754402.07340,0,1780341180000,24.17
1780341240000,71395.9,71409.5,71395.8,71404.3,12.233,1780341299999,873478.98680,853,8.241,588435.60150,0,1780341240000,4.248999999999999
1780341300000,71404.3,71420.0,71379.5,71393.1,51.929,1780341359999,3708098.56010,1925,42.753,3052974.54960,0,1780341300000,33.577
1780341360000,71393.0,71408.7,71382.8,71395.7,27.933,1780341419999,1994456.56720,1285,20.882,1490999.59160,0,1780341360000,13.831000000000003
1780341420000,71395.6,71400.5,71358.0,71374.6,78.801,1780341479999,5623950.43570,2198,45.601,3254322.72970,0,1780341420000,12.400999999999996
1780341480000,71374.7,71380.0,71358.0,71379.7,56.121,1780341539999,4005349.80420,1874,44.489,3175152.86860,0,1780341480000,32.85699999999999
1780341540000,71379.6,71398.5,71376.1,71398.5,29.546,1780341599999,2109135.00210,908,23.447,1673754.26020,0,1780341540000,17.348
1780341600000,71398.4,71431.5,71398.4,71408.3,129.195,1780341659999,9226894.22770,2803,60.871,4347448.30650,0,1780341600000,-7.452999999999989
1780341660000,71408.3,71458.2,71408.3,71444.7,32.294,1780341719999,2307169.50900,1847,25.653,1832693.43410,0,1780341660000,19.012
1780341720000,71444.6,71444.6,71413.2,71438.6,20.123,1780341779999,1437404.44630,1254,14.849,1060647.05700,0,1780341720000,9.575
1780341780000,71438.7,71458.8,71433.7,71440.0,17.02,1780341839999,1216006.34040,1252,11.118,794319.57740,0,1780341780000,5.216000000000001
1780341840000,71440.1,71444.9,71435.9,71440.9,19.579,1780341899999,1398737.45980,465,5.576,398357.43380,0,1780341840000,-8.427000000000001
1780341900000,71440.9,71456.4,71426.5,71450.0,20.149,1780341959999,1439444.87990,1410,16.836,1202765.93680,0,1780341900000,13.522999999999996
1780341960000,71450.0,71477.6,71445.3,71477.6,29.508,1780342019999,2108753.90430,1440,23.065,1648317.62920,0,1780341960000,16.622000000000003
1780342020000,71477.6,71499.9,71477.5,71481.1,48.053,1780342079999,3435349.34450,1969,37.192,2658879.78120,0,1780342020000,26.331000000000003
1780342080000,71481.1,71493.4,71463.2,71493.4,28.993,1780342139999,2072445.86620,1246,16.082,1149530.83550,0,1780342080000,3.171000000000003
1780342140000,71493.3,71613.4,71493.3,71600.1,237.941,1780342199999,17028610.23730,5678,209.797,15014109.97940,0,1780342140000,181.653
1780342200000,71600.0,71629.9,71581.2,71629.7,137.29,1780342259999,9830929.38370,3687,74.577,5340550.15230,0,1780342200000,11.864000000000004
1780342260000,71629.7,71645.1,71586.4,71586.4,68.875,1780342319999,4933132.37590,2198,27.192,1947706.40950,0,1780342260000,-14.491
1780342320000,71586.5,71640.2,71577.0,71640.2,39.489,1780342379999,2827196.17610,1618,28.055,2008667.48500,0,1780342320000,16.621000000000002
1780342380000,71640.2,71645.2,71623.9,71641.8,41.968,1780342439999,3006511.37310,1277,28.274,2025544.23730,0,1780342380000,14.579999999999998
1780342440000,71641.9,71642.9,71618.4,71618.4,31.774,1780342499999,2276085.18670,1062,14.945,1070535.51020,0,1780342440000,-1.8840000000000003
1780342500000,71618.5,71627.0,71589.9,71599.2,61.024,1780342559999,4369488.41070,1839,22.036,1577839.19620,0,1780342500000,-16.951999999999998
1780342560000,71599.2,71617.2,71577.7,71605.5,89.418,1780342619999,6401995.59130,1782,51.979,3721492.16360,0,1780342560000,14.539999999999992
1780342620000,71605.4,71605.5,71528.9,71546.6,60.225,1780342679999,4310132.92140,1909,8.907,637260.34900,0,1780342620000,-42.411
1780342680000,71546.5,71567.8,71546.5,71556.2,55.676,1780342739999,3984157.48720,1577,20.111,1439097.40900,0,1780342680000,-15.454
1780342740000,71556.2,71615.1,71556.2,71613.6,79.205,1780342799999,5670050.05490,2278,41.456,2967770.81730,0,1780342740000,3.707000000000008
1780342800000,71613.6,71615.0,71510.3,71526.5,95.751,1780342859999,6850596.64210,2701,31.004,2217711.03870,0,1780342800000,-33.743
1780342860000,71526.6,71539.8,71510.3,71516.8,73.525,1780342919999,5258854.00540,1994,28.569,2043431.86070,0,1780342860000,-16.387000000000008
1780342920000,71516.8,71535.0,71512.4,71519.1,45.831,1780342979999,3277942.82050,1486,23.715,1696103.42070,0,1780342920000,1.5989999999999966
1780342980000,71519.0,71538.9,71506.6,71538.8,44.21,1780343039999,3162088.34350,1473,17.799,1273088.87470,0,1780342980000,-8.612000000000002
1780343040000,71538.9,71630.0,71538.8,71612.1,75.509,1780343099999,5405356.75660,2884,41.207,2949692.76100,0,1780343040000,6.905000000000001
1780343100000,71612.1,71612.1,71560.0,71560.0,46.923,1780343159999,3358325.55180,1479,20.41,1460662.36000,0,1780343100000,-6.1030000000000015
1780343160000,71560.0,71560.1,71515.4,71520.3,26.322,1780343219999,1883005.52310,2320,12.269,877621.88940,0,1780343160000,-1.783999999999999
1780343220000,71520.4,71529.9,71501.1,71511.3,42.671,1780343279999,3051536.89360,1607,17.026,1217510.50180,0,1780343220000,-8.619
1780343280000,71511.3,71529.6,71501.4,71520.7,42.165,1780343339999,3015352.32560,1272,21.072,1506937.70420,0,1780343280000,-0.021000000000000796
1780343340000,71520.8,71528.4,71490.3,71500.0,58.144,1780343399999,4157254.02540,1553,32.963,2356732.74660,0,1780343340000,7.782000000000004
1780343400000,71500.0,71528.3,71470.8,71528.2,195.826,1780343459999,14000661.87000,4278,55.894,3996309.29600,0,1780343400000,-84.038
1780343460000,71528.3,71566.4,71528.2,71557.6,53.365,1780343519999,3818279.61420,1830,24.769,1772184.50400,0,1780343460000,-3.8270000000000053
1780343520000,71557.6,71557.6,71521.9,71521.9,31.801,1780343579999,2274984.40220,894,1.509,107963.23640,0,1780343520000,-28.782999999999998
1780343580000,71522.0,71526.9,71513.1,71513.2,53.427,1780343639999,3821192.47140,684,46.475,3323963.35520,0,1780343580000,39.523
1780343640000,71513.2,71544.7,71513.1,71513.5,41.453,1780343699999,2965250.82510,1560,20.955,1498949.38230,0,1780343640000,0.45699999999999363
1780343700000,71513.4,71526.3,71513.4,71516.8,33.452,1780343759999,2392430.10760,1033,17.305,1237588.90920,0,1780343700000,1.1580000000000013
1780343760000,71516.8,71524.7,71493.1,71524.4,50.541,1780343819999,3614102.85390,1576,30.635,2190528.76660,0,1780343760000,10.729000000000006
1780343820000,71524.4,71543.7,71524.3,71543.7,20.277,1780343879999,1450422.77380,890,12.469,891911.01690,0,1780343820000,4.660999999999998
1780343880000,71543.7,71543.7,71520.0,71520.1,21.479,1780343939999,1536562.11040,855,5.74,410623.20320,0,1780343880000,-9.998999999999999
1780343940000,71520.1,71600.0,71520.1,71571.0,202.474,1780343999999,14490882.64470,4313,155.813,11151411.31770,0,1780343940000,109.15199999999999
1780344000000,71571.0,71571.0,71550.1,71550.1,42.737,1780344059999,3058287.66150,1301,18.536,1326515.75300,0,1780344000000,-5.664999999999999
1780344060000,71550.2,71556.8,71495.2,71509.8,50.987,1780344119999,3646437.26060,1906,23.401,1673396.24370,0,1780344060000,-4.185000000000002
1780344120000,71509.8,71510.4,71487.7,71510.3,42.229,1780344179999,3019388.43170,1356,15.428,1103129.13110,0,1780344120000,-11.372999999999998
1780344180000,71510.4,71539.5,71510.4,71539.4,43.317,1780344239999,3098245.77330,1366,26.9,1924020.97300,0,1780344180000,10.482999999999997
1780344240000,71539.4,71539.5,71505.6,71509.5,24.062,1780344299999,1720990.52230,860,7.252,518654.48320,0,1780344240000,-9.558000000000002
1780344300000,71509.4,71519.6,71495.4,71501.5,22.803,1780344359999,1630586.70490,1000,11.14,796579.58750,0,1780344300000,-0.5229999999999997
1780344360000,71501.5,71532.0,71501.4,71525.0,33.92,1780344419999,2425804.25480,1036,24.013,1717237.49540,0,1780344360000,14.106000000000002
1780344420000,71525.1,71525.1,71514.0,71517.6,26.764,1780344479999,1914037.15680,609,14.772,1056410.59950,0,1780344420000,2.780000000000001
1780344480000,71517.5,71541.9,71517.5,71527.6,27.211,1780344539999,1946503.08220,997,15.418,1102891.10990,0,1780344480000,3.625
1780344540000,71527.6,71527.6,71508.4,71517.7,26.233,1780344599999,1876115.23510,771,7.667,548278.39840,0,1780344540000,-10.899000000000001
1780344600000,71517.8,71520.2,71490.0,71497.8,83.653,1780344659999,5981540.31280,1749,12.654,904916.94700,0,1780344600000,-58.345000000000006
1780344660000,71497.9,71514.9,71497.9,71506.4,31.983,1780344719999,2286978.19720,925,10.924,781104.84610,0,1780344660000,-10.135000000000002
1780344720000,71506.4,71547.0,71506.4,71542.7,40.763,1780344779999,2916115.65720,1381,16.152,1155411.40640,0,1780344720000,-8.458999999999996
1780344780000,71542.6,71550.0,71532.5,71532.5,17.619,1780344839999,1260523.12100,782,4.55,325527.61650,0,1780344780000,-8.519
1780344840000,71532.5,71548.1,71532.5,71548.0,11.955,1780344899999,855323.30710,487,6.912,494520.54870,0,1780344840000,1.8689999999999998
1780344900000,71548.1,71562.4,71530.0,71530.1,28.597,1780344959999,2046021.87370,1203,11.159,798435.37690,0,1780344900000,-6.279
1780344960000,71530.1,71530.1,71503.2,71503.3,16.08,1780345019999,1150072.93100,749,2.875,205644.76950,0,1780344960000,-10.329999999999998
1780345020000,71503.2,71535.7,71495.5,71528.5,31.083,1780345079999,2222732.17570,1217,15.27,1092033.58440,0,1780345020000,-0.5429999999999993
1780345080000,71528.5,71573.8,71528.4,71561.9,55.444,1780345139999,3967341.50840,1528,44.009,3149130.96920,0,1780345080000,32.574
1780345140000,71561.9,71590.8,71561.8,71590.8,13.831,1780345199999,990021.37010,1063,12.04,861813.73100,0,1780345140000,10.248999999999999
1780345200000,71590.8,71609.3,71575.4,71575.4,52.06,1780345259999,3727316.76790,1785,28.517,2041756.13080,0,1780345200000,4.973999999999997
1780345260000,71575.4,71624.8,71564.3,71619.7,48.463,1780345319999,3469778.69360,1897,24.762,1772741.97870,0,1780345260000,1.061
1780345320000,71619.7,71670.0,71619.6,71670.0,81.036,1780345379999,5806028.02860,2038,77.507,5553223.55280,0,1780345320000,73.97800000000001
1780345380000,71670.0,71670.0,71619.0,71620.4,78.539,1780345439999,5627991.10850,1665,20.07,1438076.22120,0,1780345380000,-38.399
1780345440000,71620.3,71620.3,71590.0,71590.0,28.875,1780345499999,2067588.76130,1396,17.588,1259339.98660,0,1780345440000,6.301000000000002
1780345500000,71590.1,71590.1,71558.0,71558.1,19.637,1780345559999,1405469.06150,993,9.809,702028.50930,0,1780345500000,-0.019000000000001904
1780345560000,71558.0,71558.0,71532.8,71536.9,17.732,1780345619999,1268559.81660,745,4.189,299657.72180,0,1780345560000,-9.354
1780345620000,71536.9,71546.2,71530.3,71540.9,40.498,1780345679999,2897158.28940,1017,23.246,1662986.67800,0,1780345620000,5.994
1780345680000,71540.9,71555.2,71540.4,71546.5,13.894,1780345739999,994044.33700,668,4.926,352427.12320,0,1780345680000,-4.042
1780345740000,71546.4,71580.3,71533.0,71580.3,19.237,1780345799999,1376564.34040,1169,9.02,645456.61660,0,1780345740000,-1.1969999999999992
1780345800000,71580.3,71599.5,71580.2,71588.4,56.191,1780345859999,4022561.72390,1378,35.137,2515260.03880,0,1780345800000,14.082999999999998
1780345860000,71588.4,71599.4,71576.3,71599.4,25.225,1780345919999,1805673.23070,878,16.895,1209342.42270,0,1780345860000,8.564999999999998
1780345920000,71599.4,71599.4,71551.5,71551.6,13.293,1780345979999,951484.03980,923,4.006,286770.26770,0,1780345920000,-5.280999999999999
1780345980000,71551.5,71579.9,71551.5,71577.4,14.992,1780346039999,1072853.42140,805,10.365,741692.78680,0,1780345980000,5.7379999999999995
1780346040000,71577.4,71599.6,71577.4,71585.3,42.606,1780346099999,3050230.56770,918,36.895,2641385.91590,0,1780346040000,31.184000000000005
1780346100000,71585.2,71631.0,71585.2,71631.0,36.075,1780346159999,2583032.91100,1149,30.885,2211428.44470,0,1780346100000,25.695
1780346160000,71630.9,71643.9,71625.8,71625.9,26.925,1780346219999,1928769.61200,1034,14.214,1018194.73450,0,1780346160000,1.5030000000000001
1780346220000,71625.8,71625.9,71602.6,71606.9,24.391,1780346279999,1746709.87720,952,8.08,578599.38640,0,1780346220000,-8.230999999999998
1780346280000,71607.0,71623.9,71606.9,71614.9,27.232,1780346339999,1950218.85760,1143,10.967,785392.65810,0,1780346280000,-5.297999999999998
1780346340000,71614.9,71615.0,71614.9,71615.0,12.179,1780346399999,872198.33640,222,4.693,336089.19500,0,1780346340000,-2.793000000000001
1780346400000,71615.0,71615.0,71569.2,71572.4,30.772,1780346459999,2202880.62500,1349,18.858,1349950.04110,0,1780346400000,6.944000000000003
1780346460000,71572.4,71593.0,71572.3,71583.4,19.195,1780346519999,1374032.30310,994,11.084,793414.17640,0,1780346460000,2.972999999999999
1780346520000,71583.4,71592.9,71542.5,71542.5,22.72,1780346579999,1625921.69060,1063,5.073,363123.16300,0,1780346520000,-12.573999999999998
1780346580000,71542.5,71565.2,71541.2,71565.2,22.653,1780346639999,1620794.57330,952,11.851,847900.38420,0,1780346580000,1.049000000000003
1780346640000,71565.2,71574.9,71552.0,71562.3,20.097,1780346699999,1438312.63740,1101,14.268,1021153.97310,0,1780346640000,8.439
1780346700000,71562.3,71586.1,71559.3,71582.6,29.764,1780346759999,2130311.12850,1012,17.722,1268485.82560,0,1780346700000,5.680000000000003
1780346760000,71582.7,71584.9,71554.6,71584.9,29.081,1780346819999,2081414.19830,1318,17.09,1223170.65010,0,1780346760000,5.099
1780346820000,71584.9,71584.9,71535.8,71541.3,66.827,1780346879999,4782138.94440,1512,2.007,143605.46480,0,1780346820000,-62.812999999999995
1780346880000,71541.3,71569.0,71530.7,71563.3,59.547,1780346939999,4260086.12300,1363,31.218,2233314.65250,0,1780346880000,2.889000000000003
1780346940000,71563.3,71565.9,71556.0,71564.5,11.645,1780346999999,833302.08990,523,2.13,152418.81960,0,1780346940000,-7.385
1780347000000,71564.5,71564.6,71531.0,71531.1,19.652,1780347059999,1406102.80590,694,3.105,222139.19670,0,1780347000000,-13.442
1780347060000,71531.0,71542.8,71531.0,71539.9,17.235,1780347119999,1232938.35480,711,5.859,419128.88160,0,1780347060000,-5.5169999999999995
1780347120000,71540.0,71544.5,71506.6,71523.6,61.19,1780347179999,4376189.78800,1506,14.549,1040497.03240,0,1780347120000,-32.092
1780347180000,71523.6,71529.7,71500.6,71505.0,45.719,1780347239999,3269354.06530,1172,18.184,1300289.58820,0,1780347180000,-9.350999999999999
1780347240000,71505.1,71509.8,71465.1,71465.1,58.151,1780347299999,4157436.41400,1333,18.877,1349643.87370,0,1780347240000,-20.397000000000006
1780347300000,71465.2,71471.4,71446.3,71471.3,97.192,1780347359999,6944994.01020,1645,56.056,4005511.04970,0,1780347300000,14.920000000000002
1780347360000,71471.3,71471.4,71460.9,71461.3,42.649,1780347419999,3047934.65710,809,18.8,1343506.31480,0,1780347360000,-5.0489999999999995
1780347420000,71461.2,71461.3,71399.9,71399.9,128.287,1780347479999,9161916.58840,2252,26.346,1881216.12570,0,1780347420000,-75.595
1780347480000,71399.9,71420.4,71383.8,71409.6,181.876,1780347539999,12985474.73460,2593,110.893,7917583.82000,0,1780347480000,39.91
1780347540000,71409.6,71419.8,71409.5,71419.8,24.679,1780347599999,1762453.34070,585,9.873,705059.89550,0,1780347540000,-4.933
1780347600000,71419.7,71419.8,71383.6,71383.6,32.509,1780347659999,2321228.84870,1198,6.908,493194.63620,0,1780347600000,-18.692999999999998
1780347660000,71383.6,71383.7,71350.1,71379.9,62.857,1780347719999,4485705.30180,2048,27.018,1928067.49230,0,1780347660000,-8.820999999999998
1780347720000,71379.8,71403.9,71355.9,71403.9,54.465,1780347779999,3887808.52560,1659,33.923,2421529.97700,0,1780347720000,13.381
1780347780000,71403.9,71418.7,71399.0,71399.0,26.981,1780347839999,1926636.76850,978,11.271,804809.67700,0,1780347780000,-4.439
1780347840000,71399.0,71418.7,71369.6,71384.3,180.931,1780347899999,12917126.89150,2685,44.86,3202462.04100,0,1780347840000,-91.21100000000001
1780347900000,71384.3,71397.2,71284.7,71300.0,306.296,1780347959999,21845216.03150,6751,92.926,6627393.98370,0,1780347900000,-120.44399999999999
1780347960000,71299.9,71320.0,71285.3,71303.1,51.222,1780348019999,3652289.20650,1861,26.422,1883930.64990,0,1780347960000,1.6219999999999999
1780348020000,71303.2,71303.2,71233.2,71247.3,132.185,1780348079999,9419081.73690,3954,42.774,3047827.35020,0,1780348020000,-46.637
1780348080000,71247.3,71250.7,71202.2,71214.6,139.571,1780348139999,9940647.17200,3230,48.276,3438245.76820,0,1780348080000,-43.01899999999999
1780348140000,71214.7,71219.3,71122.0,71122.1,592.379,1780348199999,42151977.31980,6144,111.044,7900627.59200,0,1780348140000,-370.29100000000005
1780348200000,71122.1,71174.4,71122.0,71150.0,273.158,1780348259999,19437589.28900,3142,99.562,7083648.18040,0,1780348200000,-74.03400000000002
1780348260000,71150.1,71197.4,71136.2,71145.4,146.814,1780348319999,10447807.61440,2904,53.964,3840548.91770,0,1780348260000,-38.885999999999996
1780348320000,71145.4,71178.6,71142.7,71163.0,483.719,1780348379999,34417012.75360,1889,446.945,31800328.83930,0,1780348320000,410.171
1780348380000,71163.0,71181.1,71122.0,71122.0,139.18,1780348439999,9903743.78030,2541,36.567,2602248.53850,0,1780348380000,-66.046
1780348440000,71122.1,71195.9,71122.0,71193.5,85.353,1780348499999,6074671.12510,2068,64.683,4603502.90330,0,1780348440000,44.01300000000002
1780348500000,71193.5,71196.3,71172.0,71172.0,54.066,1780348559999,3848807.38530,1155,22.573,1606966.42590,0,1780348500000,-8.920000000000002
1780348560000,71172.1,71184.1,71121.1,71121.1,50.446,1780348619999,3589896.86560,1420,22.328,1589032.34660,0,1780348560000,-5.789999999999999
1780348620000,71121.2,71134.6,71080.1,71093.0,173.392,1780348679999,12328571.79770,2912,75.148,5343286.97590,0,1780348620000,-23.096000000000004
1780348680000,71093.0,71093.0,71071.1,71071.2,136.921,1780348739999,9732192.95030,1488,64.884,4611850.42980,0,1780348680000,-7.152999999999992
1780348740000,71071.2,71097.1,71046.0,71097.1,131.183,1780348799999,9322564.98370,2405,59.046,4196352.72330,0,1780348740000,-13.090999999999994
1780348800000,71097.0,71186.3,71097.0,71172.6,206.077,1780348859999,14663724.51770,2841,136.043,9679189.08040,0,1780348800000,66.00900000000001
1780348860000,71172.5,71195.4,71168.5,71195.4,42.624,1780348919999,3033884.59190,1221,30.437,2166488.61740,0,1780348860000,18.25
1780348920000,71195.4,71200.0,71175.4,71183.1,63.724,1780348979999,4536425.76440,1335,29.678,2112772.81370,0,1780348920000,-4.367999999999995
1780348980000,71183.0,71191.5,71146.5,71148.7,44.796,1780349039999,3188022.91840,1303,15.885,1130495.94180,0,1780348980000,-13.026
1780349040000,71148.6,71191.6,71148.6,71186.9,39.032,1780349099999,2777662.54420,958,30.711,2185440.28030,0,1780349040000,22.39
1780349100000,71186.9,71201.4,71166.3,71177.1,75.165,1780349159999,5350823.66300,1740,21.217,1510350.04660,0,1780349100000,-32.73100000000001
1780349160000,71177.1,71177.2,71130.6,71130.6,43.383,1780349219999,3086893.47310,2044,16.973,1207866.47770,0,1780349160000,-9.437000000000005
1780349220000,71130.6,71143.7,71053.2,71097.9,160.019,1780349279999,11376709.76850,3208,61.917,4401445.39920,0,1780349220000,-36.185
1780349280000,71097.9,71120.7,71095.2,71095.2,58.285,1780349339999,4144647.24510,1138,40.098,2851344.39330,0,1780349280000,21.911
1780349340000,71095.2,71120.3,71095.2,71120.3,22.215,1780349399999,1579536.32600,613,14.904,1059713.61400,0,1780349340000,7.593
1780349400000,71120.3,71133.2,71112.3,71115.9,44.088,1780349459999,3135687.21600,851,8.649,615127.14620,0,1780349400000,-26.790000000000003
1780349460000,71115.9,71131.2,71115.9,71131.2,16.587,1780349519999,1179739.32460,521,12.227,869624.83340,0,1780349460000,7.867000000000001
1780349520000,71131.2,71132.0,71123.1,71131.9,30.396,1780349579999,2162014.02040,662,11.559,822164.09610,0,1780349520000,-7.278000000000002
1780349580000,71132.0,71132.0,71092.1,71092.1,31.615,1780349639999,2248306.41590,835,3.574,254176.49950,0,1780349580000,-24.467
1780349640000,71092.1,71096.8,71074.9,71095.2,54.937,1780349699999,3905143.81020,1204,27.946,1986455.99840,0,1780349640000,0.9550000000000054
1780349700000,71095.2,71095.3,71088.0,71088.0,43.135,1780349759999,3066535.30500,679,11.637,827297.05750,0,1780349700000,-19.860999999999997
1780349760000,71088.0,71088.1,71034.0,71054.3,95.541,1780349819999,6788547.23890,2241,21.98,1561587.33990,0,1780349760000,-51.580999999999996
1780349820000,71054.4,71105.3,71054.3,71105.3,52.281,1780349879999,3715815.22720,1185,45.592,3240358.53920,0,1780349820000,38.903
1780349880000,71105.2,71105.2,71079.3,71089.4,149.945,1780349939999,10660543.24340,1663,24.927,1771936.57200,0,1780349880000,-100.091
1780349940000,71089.4,71102.7,71068.2,71068.2,66.378,1780349999999,4718892.20760,1353,42.799,3042798.37530,0,1780349940000,19.22
1780350000000,71068.2,71126.2,71045.5,71100.1,146.956,1780350059999,10447790.68800,3423,105.895,7528778.27210,0,1780350000000,64.834
